os_500_iters_p,os_1000_iters_p,os_5000_iters_p,os_500_iters_eps_q,os_1000_iters_eps_q,os_5000_iters_eps_q,sloan_500_iters_p,sloan_1000_iters_p,sloan_5000_iters_p,sloan_500_iters_eps_q,sloan_1000_iters_eps_q,sloan_5000_iters_eps_q
0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0,0.0,0.0,0.0,1.0842021724855044e-19,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,0.0
1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.168404344971009e-19,0.0,0.0,1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.168404344971009e-19,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05926806333333268,0.0518694600000007,0.0,4.122495795477266e-05,3.2015840641247406e-05,0.0,0.05926806733333301,0.0518694600000007,0.0,3.0710841737732666e-05,2.6877117466666623e-05,0.0
0.05918882633333311,0.044391619666665605,3.33333360913457e-10,5.1698017740496984e-05,3.327978311344626e-05,1.4225278592216659e-06,0.059188834333332,0.044391619666665605,0.0,3.066978530641678e-05,2.3002336764284693e-05,0.0
0.05179022299999936,0.029594412999999875,3.33333360913457e-10,5.837841223335855e-05,3.0751060292782354e-05,5.9399710907528935e-06,0.051790234999998574,0.029594412999999875,0.0,2.6836063582238133e-05,1.533489076904022e-05,0.0
0.044391619666665605,0.014797206333332369,3.33333360913457e-10,6.505880501053826e-05,2.8222335756436815e-05,1.298748424050371e-05,0.04439163566666515,0.014797206333332369,0.0,2.3002340142377854e-05,7.667443058113899e-06,0.0
0.03699301633333185,3.33333360913457e-10,3.33333360913457e-10,7.17391967515928e-05,2.5693610183966098e-05,2.2108839698877555e-05,0.03699303633333173,3.33333360913457e-10,0.0,1.9168615666392396e-05,5.688937602249533e-12,0.0
0.029594412999999875,3.33333360913457e-10,3.33333360913457e-10,7.841958759031509e-05,4.115314446563145e-05,3.294507346069493e-05,0.029594437000000084,3.33333360913457e-10,0.0,1.5334890288074476e-05,4.29547695156296e-12,0.0
0.022195809666666122,3.33333360913457e-10,3.33333360913457e-10,8.509997775971254e-05,5.661267807797153e-05,4.5211525658612854e-05,0.022195837666666662,3.33333360913457e-10,0.0,1.15011642404315e-05,3.571341573166409e-12,0.0
0.014797206333332369,3.33333360913457e-10,3.33333360913457e-10,9.17803672336342e-05,7.207221099483647e-05,5.868057730948773e-05,0.01479723833333324,3.33333360913457e-10,0.0,7.667437497312947e-06,3.542681772938927e-12,0.0
0.007398603000000392,3.33333360913457e-10,3.33333360913457e-10,9.846075619940591e-05,8.753174340355146e-05,7.316868955160654e-05,0.007398638999999818,3.33333360913457e-10,0.0,3.833710246044664e-06,4.022171484763248e-12,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00010514114466225527,0.00010299127530934366,8.852663703995227e-05,3.9666666395987704e-08,3.33333360913457e-10,0.0,1.7508145974676204e-11,5.004583986806255e-12,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00012668464330824279,0.00012301360820646864,0.00010463212018191944,4.0366666453905964e-08,3.33333360913457e-10,0.0,2.314391386870618e-11,2.990988533235761e-13,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00014822814176093397,0.00014303594091029728,0.00012138413763470787,4.1066666511824224e-08,3.33333360913457e-10,0.0,2.8972978096536428e-11,5.409485359653132e-12,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00016977163956243685,0.00016305827296293806,0.00013869866403340252,4.176666656974248e-08,3.33333360913457e-10,0.0,3.5453230629034493e-11,9.868683994995742e-12,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00019131513741548487,0.00018308060506712354,0.00015650531525179682,4.246666662766074e-08,3.33333360913457e-10,0.0,4.188193802184825e-11,1.4379426902660919e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0002128586350172738,0.00020310293692005037,0.00017474474774349137,4.3166666685579e-08,3.33333360913457e-10,0.0,4.85619040639651e-11,1.8638911594703877e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00023440213206069038,0.00022539106284651025,0.00019336661629137507,4.386666674349726e-08,3.33333360913457e-10,0.0,5.580024289852936e-11,2.6047714766358476e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0002559456292354624,0.00024767918890432556,0.0002123279639038465,4.456666680141552e-08,3.33333360913457e-10,0.0,6.290722630308831e-11,3.358787380169925e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0002774891258947505,0.00026996731444665694,0.00023159193396287856,4.526666685933378e-08,3.333351372702964e-10,0.0,7.052969406423637e-11,4.061254848045093e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0002990326227222434,0.0002922554401571936,0.0002511267451268677,4.596666691725204e-08,3.333351372702964e-10,0.0,7.798395609825981e-11,4.780542888632722e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00032057611906644587,0.0003145435653844394,0.00027090485417576547,4.66666669751703e-08,3.333351372702964e-10,0.0,8.59215090569243e-11,5.451501793388158e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0003449532421847183,0.0003381055477738883,0.00029090228488396234,4.6633333639078955e-08,3.333351372702964e-10,0.0,9.279223656816216e-11,6.346724231234835e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00036933036517838944,0.0003616675300387364,0.0003110980754088676,4.660000030298761e-08,3.333351372702964e-10,0.0,9.978756492987073e-11,7.229486497298265e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0003937074880579609,0.00038522951218948435,0.00033147382266964474,4.6566666966896264e-08,3.333351372702964e-10,0.0,1.0689699342716907e-10,8.100838836538893e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0004180846101661173,0.00040879149356881726,0.00035201330783059,4.653333363080492e-08,3.333351372702964e-10,0.0,1.1477783697436128e-10,8.895049627422047e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00044246173284454926,0.0004323534755184262,0.00037270218894579167,4.650000029471357e-08,3.333351372702964e-10,0.0,1.220884044902948e-10,9.746288021431071e-11,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0004668388554340836,0.00045669845701154423,0.0003935277333153688,4.646666695862223e-08,3.333351372702964e-10,0.0,1.2948787007915907e-10,1.0736313140607967e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0004912159776079453,0.00048104343808899044,0.0004144786035202952,4.643333362253088e-08,3.333351372702964e-10,0.0,1.373030075052517e-10,1.1684770989325854e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0005155931000392199,0.0005053884194238497,0.0004355446727539137,4.6400000286439536e-08,3.33333360913457e-10,0.0,1.448607327841911e-10,1.265897013949524e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00053997022239989,0.0005297334006881026,0.000456716868994342,4.636666695034819e-08,3.33333360913457e-10,0.0,1.524890630433262e-10,1.3626108748276966e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.000564347344694926,0.0005540783818867231,0.00047798704041018304,4.6333333614256844e-08,3.33333360913457e-10,0.0,1.6018302656517491e-10,1.4586684030787334e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0005898197694291793,0.0005789375727505474,0.0004993478427113745,4.636666695034819e-08,3.33333360913457e-10,0.0,1.6813350538213978e-10,1.5570915650603423e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0006152921947730934,0.0006037967642240315,0.0005207926463952081,4.6400000286439536e-08,3.33333360913457e-10,0.0,1.7547432343972824e-10,1.6616113433093327e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0006407646200637506,0.0006286559556442596,0.0005423154459428346,4.643333362253088e-08,3.33333360913457e-10,0.0,1.828683975080292e-10,1.7655985441039634e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0006662370453045831,0.0006535151470146612,0.0005639107920443944,4.646666695862223e-08,3.33333360913457e-10,0.0,1.9031229803873062e-10,1.8690874976218241e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0006917094701652032,0.0006783743380048522,0.0005855737298406712,4.650000029471357e-08,3.33333360913457e-10,0.0,1.9813641005672622e-10,1.9687743275931258e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0007171818953155395,0.0007035887906289293,0.0006072997426875117,4.653333185444808e-08,3.33333360913457e-10,0.0,2.056708050396372e-10,2.0789033949170088e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0007426543204247238,0.0007288032432118535,0.0006290847050832837,4.6566665190539425e-08,3.33333360913457e-10,0.0,2.132463537349305e-10,2.1886209251170685e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0007681267448285236,0.000754017695089395,0.0006509248409118625,4.659999852663077e-08,3.33333360913457e-10,0.0,2.2152728523100462e-10,2.2912846186357028e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0007935991698625258,0.0007792321475971371,0.0006728166917933471,4.6633331862722116e-08,3.33333360913457e-10,0.0,2.291780151070233e-10,2.400250337028509e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0008190715948621433,0.0008044466000704954,0.0006947570778552369,4.666666519881346e-08,3.33333360913457e-10,0.0,2.3686312980442104e-10,2.508872207207524e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0008450773064484478,0.0008299165134066566,0.0007167430740366845,4.666666519881346e-08,3.33333360913457e-10,0.0,2.4436690084644885e-10,2.620909288209017e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0008710830176705386,0.0008553864263786031,0.0007387719859897812,4.666666519881346e-08,3.33333360913457e-10,0.0,2.522348866232371e-10,2.7293042392101396e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0008970887291971435,0.0008808563396550638,0.0007608413260517376,4.666666519881346e-08,3.33333360913457e-10,0.0,2.5979835730632894e-10,2.840744323800992e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0009230944406962644,0.0009063262529040413,0.0007829487934570964,4.666666519881346e-08,3.33333360913457e-10,0.0,2.673893120808124e-10,2.9519095761515457e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0009491001518362047,0.0009317961657938382,0.0008050922596996649,4.666666519881346e-08,3.33333360913457e-10,0.0,2.7533944742252903e-10,3.0594830228297676e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0009751058629510166,0.0009574558041196913,0.0008272697503154949,4.666666519881346e-08,3.33333360913457e-10,0.0,2.833147111011569e-10,3.1719829627491203e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001001111574375894,0.0009831154427556088,0.0008494794326857546,4.666666519881346e-08,3.33333360913457e-10,0.0,2.909799103056887e-10,3.2875835560830513e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0010271172857784592,0.0010087750813692151,0.0008717196018449645,4.666666519881346e-08,3.33333360913457e-10,0.0,2.9866742065620677e-10,3.402961020609885e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0010531229968262553,0.0010344347196280523,0.000893988672348394,4.666666519881346e-08,3.33333360913457e-10,0.0,3.067097001721586e-10,3.5147908108296155e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0010791287081873858,0.001060094358200224,0.0009162851658612277,4.666666519881346e-08,3.33333360913457e-10,0.0,3.144386452602621e-10,3.629753936654212e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0011054332151181935,0.0010858986988683686,0.0009386077018881129,4.666666519881346e-08,3.33333360913457e-10,0.0,3.221214371629255e-10,3.746839635429544e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0011317377216975176,0.0011117030391850297,0.0009609549924036315,4.666666519881346e-08,3.33333360913457e-10,0.0,3.3015571179739744e-10,3.860410506886791e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001158042228258896,0.001137507379483746,0.0009833258317506026,4.666666519881346e-08,3.33333360913457e-10,0.0,3.382079312788666e-10,3.973801912526831e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0011843467351370885,0.0011633117200992756,0.0010057190910707746,4.666666519881346e-08,3.33333360913457e-10,0.0,3.459433373445564e-10,4.0903614696718993e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001210651241999294,0.001189116060698818,0.0010281337133646274,4.666666519881346e-08,3.33333360913457e-10,0.0,3.5369473148916253e-10,4.2067611460278043e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0012369557488462078,0.0012150332492164512,0.0010505687055835612,4.66666669751703e-08,3.33333360913457e-10,0.0,3.614614172212094e-10,4.325362880364114e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0012632602553449392,0.0012409504373859037,0.0010730231353101036,4.66666669751703e-08,3.33333360913457e-10,0.0,3.6957628450629e-10,4.4404827904964694e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001289564762163211,0.0012668676258748967,0.0010954961264249378,4.66666669751703e-08,3.33333360913457e-10,0.0,3.773716096555635e-10,4.5587981219868956e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0013158692686349484,0.0012927848140173552,0.0011179868549706217,4.66666669751703e-08,3.33333360913457e-10,0.0,3.855134718400155e-10,4.673648083125537e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0013421737750933804,0.0013187020021465067,0.0011404945442572683,4.66666669751703e-08,3.33333360913457e-10,0.0,3.9366863935352825e-10,4.788364999647188e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0013686622644937096,0.001344708876673614,0.0011630184621610334,4.66666669751703e-08,3.33333360913457e-10,0.0,4.0142930386039e-10,4.908191596209033e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0013951507538821923,0.0013707157511888748,0.0011855579190523588,4.66666669751703e-08,3.33333360913457e-10,0.0,4.0920181566123093e-10,5.027899719831086e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001421639243259297,0.0013967226256927593,0.0012081122624336277,4.66666669751703e-08,3.33333360913457e-10,0.0,4.169857055133508e-10,5.147494071613967e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0014481277322919185,0.001422729499852159,0.001230680875363429,4.66666669751703e-08,3.33333360913457e-10,0.0,4.251140784880536e-10,5.263643583497402e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0014746162213144735,0.001448736374001492,0.0012532631767730902,4.66666669751703e-08,3.33333360913457e-10,0.0,4.3325251719572577e-10,5.379692438051142e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001501104710660033,0.0014748156941366648,0.0012758586150713397,4.66666669751703e-08,3.33333360913457e-10,0.0,4.4106795212689454e-10,5.500515772027814e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001527593199995866,0.001500895014262111,0.001298466667744469,4.66666669751703e-08,3.33333360913457e-10,0.0,4.488931136525931e-10,5.621241840059188e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001554081688988778,0.001526974334044636,0.0013210868389620933,4.66666669751703e-08,3.33333360913457e-10,0.0,4.570611961823845e-10,5.738538706723251e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0015805701783062256,0.0015530536541516968,0.0013437186611482618,4.66666669751703e-08,3.33333360913457e-10,0.0,4.6490474144011973e-10,5.859080911413406e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0016070586676149804,0.0015791329742500648,0.0013663616878738898,4.66666669751703e-08,3.33333360913457e-10,0.0,4.727569811319166e-10,5.979536206457414e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0016336683935015157,0.001605271645760296,0.0013890154950973628,4.6633333639078955e-08,3.33333360913457e-10,0.0,4.809774922093224e-10,6.097844937325014e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0016602781193804234,0.0016314103172628998,0.0014116796822000992,4.660000030298761e-08,3.33333360913457e-10,0.0,4.892056326005756e-10,6.216077375054141e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001686887845584635,0.0016575489890908075,0.0014343538665355909,4.6566666966896264e-08,3.333351372702964e-10,0.0,4.971084672372728e-10,6.337562870328828e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0017134975717813163,0.0016836876609111848,0.0014570376838984322,4.653333363080492e-08,3.333351372702964e-10,0.0,5.050188323085791e-10,6.458973061257423e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001740107297637166,0.0017098263323907306,0.0014797307869180987,4.650000029471357e-08,3.333351372702964e-10,0.0,5.132700289095515e-10,6.576974936889357e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0017667170238195515,0.0017360142320730805,0.0015024328456200251,4.646666695862223e-08,3.333351372702964e-10,0.0,5.211946915717469e-10,6.69997064772776e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0017933267499951454,0.0017622021317486407,0.0015251435503136623,4.643333362253088e-08,3.333351372702964e-10,0.0,5.291261456763507e-10,6.822898478836548e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0018199364761641718,0.0017883900314176332,0.0015478625909659434,4.6400000286439536e-08,3.333351372702964e-10,0.0,5.370641639745877e-10,6.9457606159673e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0018465462016601843,0.0018145779304136102,0.0015705896922627999,4.636666695034819e-08,3.333351372702964e-10,0.0,5.456751994703524e-10,7.061892633164479e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0018731559278167172,0.0018407658300701093,0.0015933245762562408,4.6333333614256844e-08,3.333351372702964e-10,0.0,5.536257129817868e-10,7.184629835510492e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0018998497354913175,0.0018669950114999397,0.0016160669752139176,4.6333333614256844e-08,3.333351372702964e-10,0.0,5.615614848131223e-10,7.30753350192126e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001926543542826592,0.0018932241925904442,0.0016388166508718958,4.6333333614256844e-08,3.333351372702964e-10,0.0,5.698365806994232e-10,7.427043910435138e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001953237350489854,0.0019194533740089365,0.001661573353417831,4.6333333614256844e-08,3.333351372702964e-10,0.0,5.777836906833977e-10,7.549834212666751e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.001979931158147711,0.0019456825554220233,0.0016843368658446926,4.6333333614256844e-08,3.333351372702964e-10,0.0,5.857362043309999e-10,7.672570460914852e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.002006624965800329,0.0019719117368298712,0.0017071069577630216,4.6333333614256844e-08,3.333351372702964e-10,0.0,5.93693958578223e-10,7.795254303166743e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0020333187727811994,0.001998175874712526,0.0017298834308680944,4.6333333614256844e-08,3.333351372702964e-10,0.0,6.02323458470666e-10,7.911310374170144e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0020600125804238114,0.0020244400132569205,0.001752666080011813,4.6333333614256844e-08,3.333351372702964e-10,0.0,6.102912186028986e-10,8.033983860122884e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0020867063880616425,0.002050704151796536,0.001775454706349532,4.6333333614256844e-08,3.33333360913457e-10,0.0,6.182637596330309e-10,8.156609519749392e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.002113400195694835,0.002076968290331511,0.0017982491372420216,4.6333333614256844e-08,3.33333360913457e-10,0.0,6.262409375790146e-10,8.279188810217386e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.002140094002989956,0.002103232428528416,0.0018210491836846282,4.6333333614256844e-08,3.33333360913457e-10,0.0,6.345561888443374e-10,8.398387384839223e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00216684849725929,0.0021295264243178236,0.0018438546883200804,4.6333333614256844e-08,3.33333360913457e-10,0.0,6.426005422222048e-10,8.522188683912635e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0021936029915243793,0.0021558204201029846,0.0018666654760136209,4.6333333614256844e-08,3.33333360913457e-10,0.0,6.506491404684178e-10,8.645947516955355e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0022203574851186736,0.0021821144152173524,0.001889481401276264,4.6333333614256844e-08,3.33333360913457e-10,0.0,6.593685337313859e-10,8.762998417177759e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0022471119793756236,0.002208408410994376,0.0019123023090648773,4.6333333614256844e-08,3.33333360913457e-10,0.0,6.674252713001483e-10,8.886675856994986e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0022738664736286773,0.0022347024067675032,0.0019351280481562424,4.6333333614256844e-08,3.33333360913457e-10,0.0,6.754859067925612e-10,9.010314352270177e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0023006209678779355,0.002261022108989274,0.0019579584912178087,4.6333331837900005e-08,3.33333360913457e-10,0.0,6.83550336125216e-10,9.135131678883468e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.002327375461789939,0.0022873418108737918,0.0019807934922741258,4.6333331837900005e-08,3.33333360913457e-10,0.0,6.919520199877294e-10,9.256576460198174e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0023541299560319254,0.0023136615130882904,0.0020036329349858283,4.6333331837900005e-08,3.33333360913457e-10,0.0,7.000237212811955e-10,9.381321067203352e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0023808844502704214,0.002339981215299299,0.0020264766831990747,4.6333331837900005e-08,3.33333360913457e-10,0.0,7.080989128382953e-10,9.506030754224959e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0024076389441724244,0.0023663009171738143,0.0020493246289473733,4.6333331837900005e-08,3.33333360913457e-10,0.0,7.165105973816477e-10,9.627375528731275e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.002434438667672416,0.0023926429053688202,0.002072176651595724,4.636666517399135e-08,3.33333360913457e-10,0.0,7.249257114733121e-10,9.747826885952993e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.00246123839150276,0.0024189848938941765,0.002095032634662427,4.6399998510082696e-08,3.33333360913457e-10,0.0,7.330104752345523e-10,9.871581746478952e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0024880381153299623,0.0024453268824163946,0.0021178924827191248,4.643333184617404e-08,3.33333360913457e-10,0.0,7.410983805800075e-10,9.995305225857232e-10,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0025148378391541097,0.0024716688709355544,0.002140756080830121,4.646666518226539e-08,3.33333360913457e-10,0.0,7.49189340773504e-10,1.011899812206063e-09,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0025416375626417034,0.002498010859118162,0.002163623341008789,4.649999851835673e-08,3.33333360913457e-10,0.0,7.576168529338512e-10,1.023932549859552e-09,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0025684372861268737,0.0025243722980107172,0.0021864941557727478,4.653333185444808e-08,3.33333360913457e-10,0.0,7.660467902376178e-10,1.0360709009477054e-09,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0025952370099423076,0.002550733737233536,0.0022093684446064486,4.6566665190539425e-08,3.33333360913457e-10,0.0,7.741464622124106e-10,1.0485395156301092e-09,0.0
3.33333360913457e-10,3.33333360913457e-10,3.33333360913457e-10,0.0026220367334214064,0.0025770951761200193,0.0022322461114655592,4.659999852663077e-08,3.33333360913457e-10,0.0,7.825824710483431e-10,1.0606717951860967e-09,0.0
