    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)        statev(1)           statev(2)           statev(3)           statev(4)           statev(5)           statev(6)           statev(7)           statev(8)           statev(9)    
  65500.00000         65500.00000       -0.5240000000E-01    0.1048000000E-01    0.1048000000E-01     0.000000000         0.000000000         0.000000000        -22.57600000        -10.00000000        -10.00000000         0.000000000         0.000000000         0.000000000         0.000000000        0.5235987756        0.8726646260E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000       
  70500.00000         70500.00000       -0.5640000000E-01    0.1128000000E-01    0.1128000000E-01     0.000000000         0.000000000         0.000000000        -23.53600000        -10.00000000        -10.00000000         0.000000000         0.000000000         0.000000000         0.000000000        0.5235987756        0.8726646260E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000       
  75500.00000         75500.00000       -0.6040000000E-01    0.1208000000E-01    0.1208000000E-01     0.000000000         0.000000000         0.000000000        -24.49600000        -10.00000000        -10.00000000         0.000000000         0.000000000         0.000000000         0.000000000        0.5235987756        0.8726646260E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000       
  80500.00000         80500.00000       -0.6440000000E-01    0.1288000000E-01    0.1288000000E-01     0.000000000         0.000000000         0.000000000        -25.45600000        -10.00000000        -10.00000000         0.000000000         0.000000000         0.000000000         0.000000000        0.5235987756        0.8726646260E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000       
  85500.00000         85500.00000       -0.6840000000E-01    0.1368000000E-01    0.1368000000E-01     0.000000000         0.000000000         0.000000000        -26.41600000        -10.00000000        -10.00000000         0.000000000         0.000000000         0.000000000         0.000000000        0.5235987756        0.8726646260E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000       
  90500.00000         90500.00000       -0.7240000000E-01    0.1448000000E-01    0.1448000000E-01     0.000000000         0.000000000         0.000000000        -27.37600000        -10.00000000        -10.00000000         0.000000000         0.000000000         0.000000000         0.000000000        0.5235987756        0.8726646260E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000       
  95500.00000         95500.00000       -0.7640000000E-01    0.1528000000E-01    0.1528000000E-01     0.000000000         0.000000000         0.000000000        -28.33600000        -10.00000000        -10.00000000         0.000000000         0.000000000         0.000000000         0.000000000        0.5235987756        0.8726646260E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000       
  100500.0000         100500.0000       -0.8040000000E-01    0.1608000000E-01    0.1608000000E-01     0.000000000         0.000000000         0.000000000        -29.29600000        -10.00000000        -10.00000000         0.000000000         0.000000000         0.000000000         0.000000000        0.5235987756        0.8726646260E-01     0.000000000         0.000000000         0.000000000         0.000000000         0.000000000         0.000000000       
  105500.0000         105500.0000       -0.8440000000E-01    0.2080766053E-01    0.2080766053E-01     0.000000000         0.000000000         0.000000000        -28.37126959        -10.00067341        -10.00067341         0.000000000         0.000000000         0.000000000         0.000000000        0.5012979270        0.1670993090       -0.7854165742E-02    0.5500513917E-02    0.5500513917E-02     0.000000000         0.000000000         0.000000000       
  110500.0000         110500.0000       -0.8840000000E-01    0.2725906415E-01    0.2725906415E-01     0.000000000         0.000000000         0.000000000        -26.57747887        -10.00071867        -10.00071867         0.000000000         0.000000000         0.000000000         0.000000000        0.4722133335        0.1574044445       -0.1932836917E-01    0.1344689400E-01    0.1344689400E-01     0.000000000         0.000000000         0.000000000       
  115500.0000         115500.0000       -0.9240000000E-01    0.3356150072E-01    0.3096502025E-01     0.000000000         0.000000000         0.000000000        -25.44117216        -10.00057300        -10.00078659         0.000000000         0.000000000         0.000000000         0.000000000        0.4525217103        0.1508405701       -0.2806291565E-01    0.2069558924E-01    0.1810017676E-01     0.000000000         0.000000000         0.000000000       
  120500.0000         120500.0000       -0.9640000000E-01    0.4193535397E-01    0.3157639164E-01     0.000000000         0.000000000         0.000000000        -24.52794526        -10.00067116        -10.00073375         0.000000000         0.000000000         0.000000000         0.000000000        0.4359125937        0.1453041979       -0.3586806552E-01    0.2983091798E-01    0.1947226859E-01     0.000000000         0.000000000         0.000000000       
  125500.0000         125500.0000       -0.1004000000        0.4499041578E-01    0.3635545650E-01     0.000000000         0.000000000         0.000000000        -23.88410341        -10.00084830        -10.00058584         0.000000000         0.000000000         0.000000000         0.000000000        0.4237476106        0.1412492035       -0.4255076425E-01    0.3342337597E-01    0.2478710443E-01     0.000000000         0.000000000         0.000000000       
  130500.0000         130500.0000       -0.1044000000        0.4716936905E-01    0.4156636895E-01     0.000000000         0.000000000         0.000000000        -23.33824008        -10.00028679        -10.00108729         0.000000000         0.000000000         0.000000000         0.000000000        0.4131234784        0.1377078261       -0.4882514472E-01    0.3605445788E-01    0.3045546025E-01     0.000000000         0.000000000         0.000000000       
  135500.0000         135500.0000       -0.1084000000        0.5345920433E-01    0.4247836685E-01     0.000000000         0.000000000         0.000000000        -22.82649035        -10.00036015        -10.00102434         0.000000000         0.000000000         0.000000000         0.000000000        0.4028881305        0.1342960435       -0.5495744393E-01    0.4277110937E-01    0.3179359286E-01     0.000000000         0.000000000         0.000000000       
  140500.0000         140500.0000       -0.1124000000        0.5943357753E-01    0.4342242072E-01     0.000000000         0.000000000         0.000000000        -22.37588765        -10.00055288        -10.00085963         0.000000000         0.000000000         0.000000000         0.000000000        0.3936463249        0.1312154416       -0.6083497855E-01    0.4912192514E-01    0.3311230207E-01     0.000000000         0.000000000         0.000000000       
  145500.0000         145500.0000       -0.1164000000        0.6190925337E-01    0.4748037445E-01     0.000000000         0.000000000         0.000000000        -22.01634386        -10.00146107        -10.00005070         0.000000000         0.000000000         0.000000000         0.000000000        0.3861105648        0.1287035216       -0.6633316039E-01    0.5190167903E-01    0.3746574827E-01     0.000000000         0.000000000         0.000000000       
  150500.0000         150500.0000       -0.1204000000        0.6296155613E-01    0.5276794219E-01     0.000000000         0.000000000         0.000000000        -21.69995132        -10.00143665        -10.00007376         0.000000000         0.000000000         0.000000000         0.000000000        0.3793596576        0.1264532192       -0.7165146151E-01    0.5321752125E-01    0.4301709290E-01     0.000000000         0.000000000         0.000000000       
  155500.0000         155500.0000       -0.1244000000        0.6397142271E-01    0.5798448245E-01     0.000000000         0.000000000         0.000000000        -21.40613271        -10.00140907        -10.00010077         0.000000000         0.000000000         0.000000000         0.000000000        0.3729854867        0.1243284956       -0.7687570526E-01    0.5447209929E-01    0.4847861751E-01     0.000000000         0.000000000         0.000000000       
  160500.0000         160500.0000       -0.1284000000        0.6494420829E-01    0.6313198867E-01     0.000000000         0.000000000         0.000000000        -21.13366008        -10.00137914        -10.00013082         0.000000000         0.000000000         0.000000000         0.000000000        0.3669816057        0.1223272019       -0.8201100796E-01    0.5567179562E-01    0.5385333442E-01     0.000000000         0.000000000         0.000000000       
  165500.0000         165500.0000       -0.1324000000        0.6588348906E-01    0.6821493848E-01     0.000000000         0.000000000         0.000000000        -20.88104681        -10.00134757        -10.00016306         0.000000000         0.000000000         0.000000000         0.000000000        0.3613334845        0.1204444948       -0.8706356383E-01    0.5682142906E-01    0.5914695590E-01     0.000000000         0.000000000         0.000000000       
  170500.0000         170500.0000       -0.1364000000        0.6679177488E-01    0.7323886526E-01     0.000000000         0.000000000         0.000000000        -20.64673636        -10.00131501        -10.00019670         0.000000000         0.000000000         0.000000000         0.000000000        0.3560224953        0.1186741651       -0.9203985825E-01    0.5792480986E-01    0.6436630869E-01     0.000000000         0.000000000         0.000000000       
  175500.0000         175500.0000       -0.1404000000        0.6767094808E-01    0.7820954102E-01     0.000000000         0.000000000         0.000000000        -20.42920766        -10.00128195        -10.00023111         0.000000000         0.000000000         0.000000000         0.000000000        0.3510283702        0.1170094567       -0.9694622898E-01    0.5898509058E-01    0.6951842931E-01     0.000000000         0.000000000         0.000000000       
  180500.0000         180500.0000       -0.1444000000        0.6852252999E-01    0.8313253502E-01     0.000000000         0.000000000         0.000000000        -20.22702870        -10.00124880        -10.00026581         0.000000000         0.000000000         0.000000000         0.000000000        0.3463306488        0.1154435496       -0.1017886426        0.6000498792E-01    0.7461007797E-01     0.000000000         0.000000000         0.000000000       
  185500.0000         185500.0000       -0.1484000000        0.6934784118E-01    0.8801299462E-01     0.000000000         0.000000000         0.000000000        -20.03887979        -10.00121582        -10.00030046         0.000000000         0.000000000         0.000000000         0.000000000        0.3419094894        0.1139698298       -0.1065725978        0.6098692357E-01    0.7964750018E-01     0.000000000         0.000000000         0.000000000       
  190500.0000         190500.0000       -0.1524000000        0.7014809717E-01    0.9285555373E-01     0.000000000         0.000000000         0.000000000        -19.86355966        -10.00118315        -10.00033485         0.000000000         0.000000000         0.000000000         0.000000000        0.3377460909        0.1125820303       -0.1113030997        0.6193311487E-01    0.8463632992E-01     0.000000000         0.000000000         0.000000000       
  195500.0000         195500.0000       -0.1564000000        0.7092446557E-01    0.9766431106E-01     0.000000000         0.000000000         0.000000000        -19.69998243        -10.00115083        -10.00036891         0.000000000         0.000000000         0.000000000         0.000000000        0.3338228800        0.1112742933       -0.1159846730        0.6284563457E-01    0.8958157048E-01     0.000000000         0.000000000         0.000000000       
  200500.0000         200500.0000       -0.1604000000        0.7167810133E-01    0.1024428442         0.000000000         0.000000000         0.000000000        -19.54716999        -10.00111877        -10.00040270         0.000000000         0.000000000         0.000000000         0.000000000        0.3301235650        0.1100411883       -0.1206213929        0.6372645231E-01    0.9448761483E-01     0.000000000         0.000000000         0.000000000       
  205500.0000         205500.0000       -0.1644000000        0.7241017093E-01    0.1071942386         0.000000000         0.000000000         0.000000000        -19.40424266        -10.00108679        -10.00043641         0.000000000         0.000000000         0.000000000         0.000000000        0.3266331125        0.1088777042       -0.1252169249        0.6457746668E-01    0.9935828244E-01     0.000000000         0.000000000         0.000000000       
  210500.0000         210500.0000       -0.1684000000        0.7312187422E-01    0.1119211177         0.000000000         0.000000000         0.000000000        -19.27040930        -10.00105454        -10.00047038         0.000000000         0.000000000         0.000000000         0.000000000        0.3233376845        0.1077792282       -0.1297745654        0.6540053505E-01    0.1041968577         0.000000000         0.000000000         0.000000000       
  215500.0000         215500.0000       -0.1724000000        0.7381447308E-01    0.1166256621         0.000000000         0.000000000         0.000000000        -19.14495792        -10.00102141        -10.00050524         0.000000000         0.000000000         0.000000000         0.000000000        0.3202245588        0.1067415196       -0.1342972809        0.6619750965E-01    0.1090061178         0.000000000         0.000000000         0.000000000       
  220500.0000         220500.0000       -0.1764000000        0.7448934279E-01    0.1213096014         0.000000000         0.000000000         0.000000000        -19.02724709        -10.00098639        -10.00054205         0.000000000         0.000000000         0.000000000         0.000000000        0.3172820443        0.1057606814       -0.1387877442        0.6697029513E-01    0.1137883321         0.000000000         0.000000000         0.000000000       
  225500.0000         225500.0000       -0.1804000000        0.7514808762E-01    0.1259741358         0.000000000         0.000000000         0.000000000        -18.91669845        -10.00094744        -10.00058292         0.000000000         0.000000000         0.000000000         0.000000000        0.3144994051        0.1048331350       -0.1432483651        0.6772096747E-01    0.1185451931         0.000000000         0.000000000         0.000000000       
  230500.0000         230500.0000       -0.1844000000        0.7579288449E-01    0.1306196200         0.000000000         0.000000000         0.000000000        -18.81279120        -10.00089921        -10.00063344         0.000000000         0.000000000         0.000000000         0.000000000        0.3118668135        0.1039556045       -0.1476813139        0.6845211069E-01    0.1232775173         0.000000000         0.000000000         0.000000000       
  235500.0000         235500.0000       -0.1884000000        0.7642861092E-01    0.1352434238         0.000000000         0.000000000         0.000000000        -18.71506607        -10.00080581        -10.00073100         0.000000000         0.000000000         0.000000000         0.000000000        0.3093755067        0.1031251689       -0.1520885054        0.6916880424E-01    0.1279832430         0.000000000         0.000000000         0.000000000       
  240500.0000         240500.0000       -0.1924000000        0.8020477788E-01    0.1366510741         0.000000000         0.000000000         0.000000000        -18.63685745        -10.00033005        -10.00122029         0.000000000         0.000000000         0.000000000         0.000000000        0.3073708113        0.1024569371       -0.1564143859        0.7300775498E-01    0.1294585024         0.000000000         0.000000000         0.000000000       
  245500.0000         245500.0000       -0.1964000000        0.8475641200E-01    0.1372547687         0.000000000         0.000000000         0.000000000        -18.56498635        -10.00033542        -10.00121483         0.000000000         0.000000000         0.000000000         0.000000000        0.3055202424        0.1018400808       -0.1607138487        0.7761930861E-01    0.1301220624         0.000000000         0.000000000         0.000000000       
  250500.0000         250500.0000       -0.2004000000        0.8931167443E-01    0.1378393594         0.000000000         0.000000000         0.000000000        -18.49575784        -10.00034037        -10.00120983         0.000000000         0.000000000         0.000000000         0.000000000        0.3037299331        0.1012433110       -0.1650023008        0.8223228624E-01    0.1307643185         0.000000000         0.000000000         0.000000000       
  255500.0000         255500.0000       -0.2044000000        0.9386990260E-01    0.1384058940         0.000000000         0.000000000         0.000000000        -18.42913248        -10.00034493        -10.00120524         0.000000000         0.000000000         0.000000000         0.000000000        0.3019996792        0.1006665597       -0.1692799065        0.8684605837E-01    0.1313863513         0.000000000         0.000000000         0.000000000       
  260500.0000         260500.0000       -0.2084000000        0.9843052459E-01    0.1389553549         0.000000000         0.000000000         0.000000000        -18.36506222        -10.00034914        -10.00120100         0.000000000         0.000000000         0.000000000         0.000000000        0.3003290133        0.1001096711       -0.1735468659        0.9146009332E-01    0.1319891830         0.000000000         0.000000000         0.000000000       
  265500.0000         265500.0000       -0.2124000000        0.1029930474        0.1394886643         0.000000000         0.000000000         0.000000000        -18.30349211        -10.00035305        -10.00119709         0.000000000         0.000000000         0.000000000         0.000000000        0.2987172453        0.9957241510E-01   -0.1778034080        0.9607394410E-01    0.1325737812         0.000000000         0.000000000         0.000000000       
  270500.0000         270500.0000       -0.2164000000        0.1075570467        0.1400066883         0.000000000         0.000000000         0.000000000        -18.24436173        -10.00035668        -10.00119347         0.000000000         0.000000000         0.000000000         0.000000000        0.2971634986        0.9905449955E-01   -0.1820497846        0.1006872369        0.1331410624         0.000000000         0.000000000         0.000000000       
  275500.0000         275500.0000       -0.2204000000        0.1121221579        0.1405102414         0.000000000         0.000000000         0.000000000        -18.18760652        -10.00036006        -10.00119010         0.000000000         0.000000000         0.000000000         0.000000000        0.2956667421        0.9855558071E-01   -0.1862862646        0.1052996609        0.1336918946         0.000000000         0.000000000         0.000000000       
  280500.0000         280500.0000       -0.2244000000        0.1166880679        0.1410000901         0.000000000         0.000000000         0.000000000        -18.13315879        -10.00036322        -10.00118695         0.000000000         0.000000000         0.000000000         0.000000000        0.2942258182        0.9807527274E-01   -0.1905131302        0.1099109598        0.1342271007         0.000000000         0.000000000         0.000000000       
  285500.0000         285500.0000       -0.2284000000        0.1212545087        0.1414769563         0.000000000         0.000000000         0.000000000        -18.08094871        -10.00036618        -10.00118402         0.000000000         0.000000000         0.000000000         0.000000000        0.2928394678        0.9761315594E-01   -0.1947306722        0.1145209238        0.1347474606         0.000000000         0.000000000         0.000000000       
  290500.0000         290500.0000       -0.2324000000        0.1258170052        0.1419457613         0.000000000         0.000000000         0.000000000        -18.03090261        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2915062875        0.9716876251E-01   -0.1989391976        0.1191251256        0.1352579706         0.000000000         0.000000000         0.000000000       
  295500.0000         295500.0000       -0.2364000000        0.1303707823        0.1424117099         0.000000000         0.000000000         0.000000000        -17.98294910        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2902248891        0.9674162971E-01   -0.2031390039        0.1237188639        0.1357638804         0.000000000         0.000000000         0.000000000       
  300500.0000         300500.0000       -0.2404000000        0.1349161163        0.1428749532         0.000000000         0.000000000         0.000000000        -17.93702004        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2889939327        0.9633131089E-01   -0.2073303750        0.1283024721        0.1362653980         0.000000000         0.000000000         0.000000000       
  305500.0000         305500.0000       -0.2444000000        0.1394532885        0.1433356335         0.000000000         0.000000000         0.000000000        -17.89304640        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2878120161        0.9593733870E-01   -0.2115135985        0.1328762891        0.1367627230         0.000000000         0.000000000         0.000000000       
  310500.0000         310500.0000       -0.2484000000        0.1439825821        0.1437938848         0.000000000         0.000000000         0.000000000        -17.85095885        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2866776937        0.9555923124E-01   -0.2156889633        0.1374406556        0.1372560472         0.000000000         0.000000000         0.000000000       
  315500.0000         315500.0000       -0.2524000000        0.1485042800        0.1442498336         0.000000000         0.000000000         0.000000000        -17.81068835        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2855894919        0.9519649728E-01   -0.2198567570        0.1419959122        0.1377455547         0.000000000         0.000000000         0.000000000       
  320500.0000         320500.0000       -0.2564000000        0.1530186631        0.1447035988         0.000000000         0.000000000         0.000000000        -17.77216654        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2845459218        0.9484864061E-01   -0.2240172646        0.1465423969        0.1382314215         0.000000000         0.000000000         0.000000000       
  325500.0000         325500.0000       -0.2604000000        0.1575260088        0.1451552933         0.000000000         0.000000000         0.000000000        -17.73532598        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2835454910        0.9451516367E-01   -0.2281707669        0.1510804430        0.1387138164         0.000000000         0.000000000         0.000000000       
  330500.0000         330500.0000       -0.2644000000        0.1620265890        0.1456050233         0.000000000         0.000000000         0.000000000        -17.70010063        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2825867120        0.9419557067E-01   -0.2323175392        0.1556103777        0.1391929009         0.000000000         0.000000000         0.000000000       
  335500.0000         335500.0000       -0.2684000000        0.1665206708        0.1460528892         0.000000000         0.000000000         0.000000000        -17.66642589        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2816681102        0.9388937006E-01   -0.2364578506        0.1601325217        0.1396688291         0.000000000         0.000000000         0.000000000       
  340500.0000         340500.0000       -0.2724000000        0.1710085144        0.1464989856         0.000000000         0.000000000         0.000000000        -17.63423880        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2807882298        0.9359607658E-01   -0.2405919635        0.1646471879        0.1401417481         0.000000000         0.000000000         0.000000000       
  345500.0000         345500.0000       -0.2764000000        0.1754903733        0.1469434021         0.000000000         0.000000000         0.000000000        -17.60347817        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2799456390        0.9331521300E-01   -0.2447201328        0.1691546807        0.1406117984         0.000000000         0.000000000         0.000000000       
  350500.0000         350500.0000       -0.2804000000        0.1799664937        0.1473862232         0.000000000         0.000000000         0.000000000        -17.57408466        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2791389342        0.9304631141E-01   -0.2488426057        0.1736552957        0.1410791141         0.000000000         0.000000000         0.000000000       
  355500.0000         355500.0000       -0.2844000000        0.1844371140        0.1478275289         0.000000000         0.000000000         0.000000000        -17.54600082        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2783667429        0.9278891430E-01   -0.2529596217        0.1781493192        0.1415438231         0.000000000         0.000000000         0.000000000       
  360500.0000         360500.0000       -0.2884000000        0.1889024650        0.1482673952         0.000000000         0.000000000         0.000000000        -17.51917115        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2776277262        0.9254257540E-01   -0.2570714120        0.1826370283        0.1420060473         0.000000000         0.000000000         0.000000000       
  365500.0000         365500.0000       -0.2924000000        0.1933627696        0.1487058935         0.000000000         0.000000000         0.000000000        -17.49354207        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2769205810        0.9230686033E-01   -0.2611781999        0.1871186904        0.1424659033         0.000000000         0.000000000         0.000000000       
  370500.0000         370500.0000       -0.2964000000        0.1978182426        0.1491430919         0.000000000         0.000000000         0.000000000        -17.46906197        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2762440409        0.9208134697E-01   -0.2652802003        0.1915945635        0.1429235017         0.000000000         0.000000000         0.000000000       
  375500.0000         375500.0000       -0.3004000000        0.2022690912        0.1495790546         0.000000000         0.000000000         0.000000000        -17.44568115        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2755968776        0.9186562587E-01   -0.2693776204        0.1960648961        0.1433789484         0.000000000         0.000000000         0.000000000       
  380500.0000         380500.0000       -0.3044000000        0.2067155149        0.1500138425         0.000000000         0.000000000         0.000000000        -17.42335180        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2749779010        0.9165930035E-01   -0.2734706593        0.2005299276        0.1438323441         0.000000000         0.000000000         0.000000000       
  385500.0000         385500.0000       -0.3084000000        0.2111577053        0.1504475134         0.000000000         0.000000000         0.000000000        -17.40202801        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2743859599        0.9146198663E-01   -0.2775595084        0.2049898879        0.1442837848         0.000000000         0.000000000         0.000000000       
  390500.0000         390500.0000       -0.3124000000        0.2155958468        0.1508801220         0.000000000         0.000000000         0.000000000        -17.38166567        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2738199414        0.9127331381E-01   -0.2816443516        0.2094449979        0.1447333621         0.000000000         0.000000000         0.000000000       
  395500.0000         395500.0000       -0.3164000000        0.2200301161        0.1513117203         0.000000000         0.000000000         0.000000000        -17.36222244        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2732787714        0.9109292381E-01   -0.2857253650        0.2138954700        0.1451811631         0.000000000         0.000000000         0.000000000       
  400500.0000         400500.0000       -0.3204000000        0.2244606833        0.1517423575         0.000000000         0.000000000         0.000000000        -17.34365774        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2727614136        0.9092047120E-01   -0.2898027179        0.2183415077        0.1456272709         0.000000000         0.000000000         0.000000000       
  405500.0000         405500.0000       -0.3244000000        0.2288877111        0.1521720804         0.000000000         0.000000000         0.000000000        -17.32593265        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2722668693        0.9075562309E-01   -0.2938765724        0.2227833064        0.1460717646         0.000000000         0.000000000         0.000000000       
  410500.0000         410500.0000       -0.3284000000        0.2333113557        0.1526009333         0.000000000         0.000000000         0.000000000        -17.30900990        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2717941764        0.9059805881E-01   -0.2979470839        0.2272210533        0.1465147198         0.000000000         0.000000000         0.000000000       
  415500.0000         415500.0000       -0.3324000000        0.2377317667        0.1530289583         0.000000000         0.000000000         0.000000000        -17.29285376        -10.00036620        -10.00118399         0.000000000         0.000000000         0.000000000         0.000000000        0.2713424093        0.9044746978E-01   -0.3020144012        0.2316549278        0.1469562083         0.000000000         0.000000000         0.000000000       
